run_id,classification,frame_count,frame_bytes,payload_bytes,xtime_ticks,counts_per_second,configured_pl_clock_hz,rounded_equivalent_pl_cycles,score_milli,mbps_milli,gbps_milli,first_frame_excluded_status,correctness_gate,debugger_breakpoint_after_timing,uart_capture_status,capture_record
u5_sync_hp0_loopback_1024x4k_20260817_062748_cst,FPGA_DEBUGGER_TRANSCRIBED_SINGLE_RUN,1024,4096,4194304,8969535,333333343,100000000,2690860,1558,155872,1246,not_captured,passed_before_report_call,true,tail_incomplete,debugger_capture_transcript.txt
