artifact_id,logical_name,sha256,size_bytes,published
log_win_rx4_shared,private_smoke/rx_peak_4_final.log,86c20a9092944d146f5fd459bb9d2d59ea44139ab1623822057d58b35e0710e5,18764,false
log_win_loop1_shared,private_smoke/loopback_peak_1_final.log,8ee29f21d40d3539d6eb6d902bb5724589096a34acb228ac1d750ba0003efc16,18508,false
log_win_loop2_shared,private_smoke/loopback_peak_2_diag.log,88cf0cccfce5f88f8948c397c979421e912f7cf85cf2dac97cb40cc7a53583e5,17814,false
log_win_loop2_split,private_smoke/loopback_peak_2_split.log,5eec58e25acf378aeffd96af5f811368fc547e1b602721609cbd549744ceb654,17863,false
